,ID,Bill,Treatment,Position,Tseen,Question,Response,Var,Q1,Q3a,Q5a,Q5b,Q5c,Q5d,Q5e,Q5f,Q5g,Q5h,Q5i,Q5j,Q5k,Q5l,Q5m,Q5n,Q5o,Q5p,Q5q,Q5r,Q6a,Q6b,Q6c,Q6d,Q6e,Q6f,Q6g,Q6h,Q6i,Q6j,Q6k,Q6l,Q6m,Q6n,Q6o,Q6p,Q6q,Q6r,Q7a,Q7b,Q7c,Q7d,Q7e,Q7f,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q9a,Q9b,Q9c,Q9d,Q10a,Q10b,Q10c,Q11a,Q11b,Q11c,Q11d,Q11e,Q11f,Q11g,Q12a,Q12b,Q12c,Q12d,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q13g,Q13h,Q13i,Q13j,Q14a,Q14b,Q14c,Q15a,GENDER,AGE,COUNTRY,EDUC,ECSTAT,PLACE,REGION,POLINT,RELIMP,RELQUANT
1090,593,2,1,2,1,Q1,19,6,1,3,5,5,5,5,2,5,5,5,5,5,5,4,5,5,5,3,5,4,4,5,5,4,5,5,5,5,4,5,5,4,5,2,4,4,2,3,3,4,5,4,4,2,5,4,2,5,2,4,5,5,5,5,5,5,5,4,5,5,4,2,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,4,1,24,1,3,3,4,64,1,4,7
1091,593,1,0,3,0,Q1,17,6,1,3,5,5,5,5,2,5,5,5,5,5,5,4,5,5,5,3,5,4,4,5,5,4,5,5,5,5,4,5,5,4,5,2,4,4,2,3,3,4,5,4,4,2,5,4,2,5,2,4,5,5,5,5,5,5,5,4,5,5,4,2,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,4,1,24,1,3,3,4,64,1,4,7
1092,594,1,2,1,0,Q1,85,1,1,3,4,5,5,4,4,4,4,4,3,3,4,4,3,3,3,4,5,3,4,4,3,3,3,3,3,3,3,4,5,4,4,4,3,4,4,4,3,4,2,5,2,2,3,3,3,5,3,4,3,3,3,2,5,3,3,3,3,4,3,4,4,5,3,4,4,4,4,4,4,4,4,5,3,3,2,3,4,4,3,4,2,45,1,3,1,5,24,4,4,7
1093,594,2,2,2,1,Q1,50,1,1,3,4,5,5,4,4,4,4,4,3,3,4,4,3,3,3,4,5,3,4,4,3,3,3,3,3,3,3,4,5,4,4,4,3,4,4,4,3,4,2,5,2,2,3,3,3,5,3,4,3,3,3,2,5,3,3,3,3,4,3,4,4,5,3,4,4,4,4,4,4,4,4,5,3,3,2,3,4,4,3,4,2,45,1,3,1,5,24,4,4,7
1094,594,3,2,3,1,Q1,20,1,1,3,4,5,5,4,4,4,4,4,3,3,4,4,3,3,3,4,5,3,4,4,3,3,3,3,3,3,3,4,5,4,4,4,3,4,4,4,3,4,2,5,2,2,3,3,3,5,3,4,3,3,3,2,5,3,3,3,3,4,3,4,4,5,3,4,4,4,4,4,4,4,4,5,3,3,2,3,4,4,3,4,2,45,1,3,1,5,24,4,4,7
1095,598,3,0,1,0,Q1,41,5,1,3,4,4,3,4,4,4,4,3,5,3,4,3,3,4,4,5,4,3,3,3,3,1,1,1,3,2,2,2,1,2,3,2,1,3,1,2,1,4,2,4,3,2,4,3,4,4,4,4,2,1,2,2,3,2,2,3,3,4,2,3,2,5,4,4,4,5,4,4,3,2,3,2,2,3,2,3,2,2,4,5,1,31,1,5,2,2,16,2,3,6
1096,598,1,2,2,0,Q1,59,5,1,3,4,4,3,4,4,4,4,3,5,3,4,3,3,4,4,5,4,3,3,3,3,1,1,1,3,2,2,2,1,2,3,2,1,3,1,2,1,4,2,4,3,2,4,3,4,4,4,4,2,1,2,2,3,2,2,3,3,4,2,3,2,5,4,4,4,5,4,4,3,2,3,2,2,3,2,3,2,2,4,5,1,31,1,5,2,2,16,2,3,6
1097,598,2,1,3,0,Q1,69,5,1,3,4,4,3,4,4,4,4,3,5,3,4,3,3,4,4,5,4,3,3,3,3,1,1,1,3,2,2,2,1,2,3,2,1,3,1,2,1,4,2,4,3,2,4,3,4,4,4,4,2,1,2,2,3,2,2,3,3,4,2,3,2,5,4,4,4,5,4,4,3,2,3,2,2,3,2,3,2,2,4,5,1,31,1,5,2,2,16,2,3,6
1098,600,1,1,1,0,Q1,39,1,1,3,4,4,4,5,4,4,4,4,4,5,5,5,4,4,5,5,5,4,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,3,3,3,3,4,4,3,5,4,4,4,4,3,4,4,4,5,3,3,4,3,4,4,4,4,4,4,4,3,4,3,4,4,3,4,1,26,1,5,3,4,4,4,3,6
1099,600,2,2,2,0,Q1,67,1,1,3,4,4,4,5,4,4,4,4,4,5,5,5,4,4,5,5,5,4,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,3,3,3,3,4,4,3,5,4,4,4,4,3,4,4,4,5,3,3,4,3,4,4,4,4,4,4,4,3,4,3,4,4,3,4,1,26,1,5,3,4,4,4,3,6
1100,600,3,1,3,1,Q1,43,1,1,3,4,4,4,5,4,4,4,4,4,5,5,5,4,4,5,5,5,4,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,3,3,3,3,4,4,3,5,4,4,4,4,3,4,4,4,5,3,3,4,3,4,4,4,4,4,4,4,3,4,3,4,4,3,4,1,26,1,5,3,4,4,4,3,6
1101,602,2,1,1,0,Q1,99,3,1,3,4,4,4,3,3,3,4,3,3,4,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,4,2,3,5,4,4,3,3,4,3,4,3,3,3,3,3,3,4,4,5,2,2,2,2,2,2,2,2,4,2,2,4,2,3,3,3,4,4,2,27,1,5,4,4,61,4,3,5
1102,602,1,0,2,0,Q1,50,3,1,3,4,4,4,3,3,3,4,3,3,4,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,4,2,3,5,4,4,3,3,4,3,4,3,3,3,3,3,3,4,4,5,2,2,2,2,2,2,2,2,4,2,2,4,2,3,3,3,4,4,2,27,1,5,4,4,61,4,3,5
1103,602,3,1,3,1,Q1,50,3,1,3,4,4,4,3,3,3,4,3,3,4,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,4,2,3,5,4,4,3,3,4,3,4,3,3,3,3,3,3,4,4,5,2,2,2,2,2,2,2,2,4,2,2,4,2,3,3,3,4,4,2,27,1,5,4,4,61,4,3,5
1104,603,2,0,1,0,Q1,0,4,1,3,4,4,3,4,4,4,3,4,3,4,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,4,5,2,3,3,3,4,4,4,3,3,3,2,3,3,3,3,3,3,3,3,3,5,3,3,4,4,3,2,2,2,2,2,2,2,2,3,4,3,4,5,1,27,1,3,3,4,42,2,4,7
1105,603,3,2,2,0,Q1,63,4,1,3,4,4,3,4,4,4,3,4,3,4,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,4,5,2,3,3,3,4,4,4,3,3,3,2,3,3,3,3,3,3,3,3,3,5,3,3,4,4,3,2,2,2,2,2,2,2,2,3,4,3,4,5,1,27,1,3,3,4,42,2,4,7
1106,603,1,1,3,0,Q1,100,4,1,3,4,4,3,4,4,4,3,4,3,4,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,4,5,2,3,3,3,4,4,4,3,3,3,2,3,3,3,3,3,3,3,3,3,5,3,3,4,4,3,2,2,2,2,2,2,2,2,3,4,3,4,5,1,27,1,3,3,4,42,2,4,7
1107,604,3,1,1,0,Q1,49,5,1,3,5,5,4,4,5,5,3,5,4,5,5,4,4,4,5,4,5,4,2,3,4,3,3,3,3,3,3,3,4,3,2,2,2,3,3,3,2,3,3,3,4,2,3,2,3,4,4,3,1,2,2,3,3,3,3,2,2,3,2,2,2,5,2,2,2,3,3,3,4,2,4,3,2,4,3,3,3,3,4,3,2,23,1,3,3,2,30,2,4,7
1108,604,1,2,2,0,Q1,49,5,1,3,5,5,4,4,5,5,3,5,4,5,5,4,4,4,5,4,5,4,2,3,4,3,3,3,3,3,3,3,4,3,2,2,2,3,3,3,2,3,3,3,4,2,3,2,3,4,4,3,1,2,2,3,3,3,3,2,2,3,2,2,2,5,2,2,2,3,3,3,4,2,4,3,2,4,3,3,3,3,4,3,2,23,1,3,3,2,30,2,4,7
1109,604,2,1,3,1,Q1,0,5,1,3,5,5,4,4,5,5,3,5,4,5,5,4,4,4,5,4,5,4,2,3,4,3,3,3,3,3,3,3,4,3,2,2,2,3,3,3,2,3,3,3,4,2,3,2,3,4,4,3,1,2,2,3,3,3,3,2,2,3,2,2,2,5,2,2,2,3,3,3,4,2,4,3,2,4,3,3,3,3,4,3,2,23,1,3,3,2,30,2,4,7
1110,605,3,2,1,0,Q1,60,6,1,3,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,2,4,4,4,3,3,3,4,4,3,4,5,4,4,5,5,5,5,5,5,5,4,5,5,5,4,4,4,2,5,5,1,1,1,3,3,3,3,4,2,34,1,3,3,4,34,4,1,4
1111,605,2,2,2,1,Q1,64,6,1,3,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,2,4,4,4,3,3,3,4,4,3,4,5,4,4,5,5,5,5,5,5,5,4,5,5,5,4,4,4,2,5,5,1,1,1,3,3,3,3,4,2,34,1,3,3,4,34,4,1,4
1112,605,1,1,3,0,Q1,100,6,1,3,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,2,4,4,4,3,3,3,4,4,3,4,5,4,4,5,5,5,5,5,5,5,4,5,5,5,4,4,4,2,5,5,1,1,1,3,3,3,3,4,2,34,1,3,3,4,34,4,1,4
1113,606,1,1,1,0,Q1,0,1,1,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,4,4,3,3,2,2,4,3,2,4,4,4,3,2,3,2,2,2,2,4,4,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,4,3,2,31,1,3,2,4,5,1,3,6
1114,606,2,1,2,1,Q1,72,1,1,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,4,4,3,3,2,2,4,3,2,4,4,4,3,2,3,2,2,2,2,4,4,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,4,3,2,31,1,3,2,4,5,1,3,6
1115,606,3,2,3,0,Q1,0,1,1,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,4,4,3,3,2,2,4,3,2,4,4,4,3,2,3,2,2,2,2,4,4,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,4,3,2,31,1,3,2,4,5,1,3,6
1116,609,2,1,1,0,Q1,0,4,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,4,2,4,3,5,4,3,3,4,1,1,1,3,2,3,2,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,2,3,4,3,3,1,1,28,1,4,2,2,70,4,4,7
1117,609,3,1,2,1,Q1,20,4,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,4,2,4,3,5,4,3,3,4,1,1,1,3,2,3,2,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,2,3,4,3,3,1,1,28,1,4,2,2,70,4,4,7
1118,609,1,2,3,0,Q1,50,4,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,4,2,4,3,5,4,3,3,4,1,1,1,3,2,3,2,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,2,3,4,3,3,1,1,28,1,4,2,2,70,4,4,7
1119,610,3,1,1,0,Q1,20,5,1,3,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,2,3,3,4,3,3,4,2,2,2,1,5,3,3,3,3,3,4,4,4,5,3,3,4,3,4,4,4,3,3,2,1,4,1,3,4,3,3,1,1,30,1,5,2,5,84,3,3,6
1120,610,1,2,2,0,Q1,30,5,1,3,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,2,3,3,4,3,3,4,2,2,2,1,5,3,3,3,3,3,4,4,4,5,3,3,4,3,4,4,4,3,3,2,1,4,1,3,4,3,3,1,1,30,1,5,2,5,84,3,3,6
1121,610,2,0,3,0,Q1,90,5,1,3,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,2,3,3,4,3,3,4,2,2,2,1,5,3,3,3,3,3,4,4,4,5,3,3,4,3,4,4,4,3,3,2,1,4,1,3,4,3,3,1,1,30,1,5,2,5,84,3,3,6
1122,614,2,2,1,0,Q1,0,3,1,3,3,3,3,4,4,3,2,4,4,4,5,5,4,4,4,2,4,2,4,4,4,2,2,1,3,3,4,4,4,4,2,2,3,2,2,2,2,2,2,1,1,2,1,1,2,5,5,5,1,1,1,1,3,4,2,2,2,3,3,2,3,5,1,1,1,1,4,2,2,1,1,1,1,1,1,3,4,4,4,2,1,24,1,3,1,2,37,1,4,7
1123,614,1,2,2,1,Q1,80,3,1,3,3,3,3,4,4,3,2,4,4,4,5,5,4,4,4,2,4,2,4,4,4,2,2,1,3,3,4,4,4,4,2,2,3,2,2,2,2,2,2,1,1,2,1,1,2,5,5,5,1,1,1,1,3,4,2,2,2,3,3,2,3,5,1,1,1,1,4,2,2,1,1,1,1,1,1,3,4,4,4,2,1,24,1,3,1,2,37,1,4,7
1124,614,3,0,3,0,Q1,0,3,1,3,3,3,3,4,4,3,2,4,4,4,5,5,4,4,4,2,4,2,4,4,4,2,2,1,3,3,4,4,4,4,2,2,3,2,2,2,2,2,2,1,1,2,1,1,2,5,5,5,1,1,1,1,3,4,2,2,2,3,3,2,3,5,1,1,1,1,4,2,2,1,1,1,1,1,1,3,4,4,4,2,1,24,1,3,1,2,37,1,4,7
1125,617,3,1,1,0,Q1,26,6,1,3,1,1,1,2,3,5,3,1,1,2,1,1,1,2,1,3,1,1,2,1,1,1,1,5,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,5,5,5,5,5,5,5,1,1,1,1,1,3,5,5,4,5,5,5,5,4,5,5,3,1,1,1,1,1,1,3,5,1,5,1,1,32,1,4,4,4,13,4,4,7
1126,617,2,1,2,1,Q1,0,6,1,3,1,1,1,2,3,5,3,1,1,2,1,1,1,2,1,3,1,1,2,1,1,1,1,5,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,5,5,5,5,5,5,5,1,1,1,1,1,3,5,5,4,5,5,5,5,4,5,5,3,1,1,1,1,1,1,3,5,1,5,1,1,32,1,4,4,4,13,4,4,7
1127,617,1,2,3,0,Q1,100,6,1,3,1,1,1,2,3,5,3,1,1,2,1,1,1,2,1,3,1,1,2,1,1,1,1,5,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,5,5,5,5,5,5,5,1,1,1,1,1,3,5,5,4,5,5,5,5,4,5,5,3,1,1,1,1,1,1,3,5,1,5,1,1,32,1,4,4,4,13,4,4,7
1128,624,1,2,1,0,Q1,44,1,1,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,2,3,2,4,4,3,3,2,4,3,3,3,3,3,3,2,3,4,3,2,3,3,3,3,3,4,2,3,2,3,4,3,3,2,3,2,3,3,3,4,3,3,3,3,2,4,5,3,4,3,2,3,3,3,2,3,3,3,4,2,3,3,3,2,3,1,54,1,5,3,4,72,4,2,6
1129,624,2,2,2,1,Q1,42,1,1,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,2,3,2,4,4,3,3,2,4,3,3,3,3,3,3,2,3,4,3,2,3,3,3,3,3,4,2,3,2,3,4,3,3,2,3,2,3,3,3,4,3,3,3,3,2,4,5,3,4,3,2,3,3,3,2,3,3,3,4,2,3,3,3,2,3,1,54,1,5,3,4,72,4,2,6
1130,624,3,2,3,1,Q1,57,1,1,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,2,3,2,4,4,3,3,2,4,3,3,3,3,3,3,2,3,4,3,2,3,3,3,3,3,4,2,3,2,3,4,3,3,2,3,2,3,3,3,4,3,3,3,3,2,4,5,3,4,3,2,3,3,3,2,3,3,3,4,2,3,3,3,2,3,1,54,1,5,3,4,72,4,2,6
1131,625,1,0,1,0,Q1,0,2,1,3,2,3,2,3,4,3,3,3,2,2,2,5,3,3,2,2,4,3,2,2,3,4,4,3,2,4,4,4,1,3,3,4,2,3,1,3,3,3,4,3,3,2,3,4,4,2,4,4,2,3,3,2,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,4,3,1,3,1,3,1,1,1,1,1,35,1,1,1,2,84,1,4,7
1132,625,3,2,2,0,Q1,18,2,1,3,2,3,2,3,4,3,3,3,2,2,2,5,3,3,2,2,4,3,2,2,3,4,4,3,2,4,4,4,1,3,3,4,2,3,1,3,3,3,4,3,3,2,3,4,4,2,4,4,2,3,3,2,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,4,3,1,3,1,3,1,1,1,1,1,35,1,1,1,2,84,1,4,7
1133,625,2,1,3,0,Q1,17,2,1,3,2,3,2,3,4,3,3,3,2,2,2,5,3,3,2,2,4,3,2,2,3,4,4,3,2,4,4,4,1,3,3,4,2,3,1,3,3,3,4,3,3,2,3,4,4,2,4,4,2,3,3,2,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,4,3,1,3,1,3,1,1,1,1,1,35,1,1,1,2,84,1,4,7
1134,626,2,0,1,0,Q1,65,3,1,3,5,5,4,5,5,5,3,4,4,5,4,5,4,2,5,5,5,2,4,4,4,3,3,1,3,1,3,4,4,4,2,2,4,4,4,3,4,4,4,4,3,2,5,3,3,4,4,3,3,2,3,1,4,4,3,3,3,3,5,4,5,5,5,4,4,3,5,4,5,3,4,3,4,4,4,3,2,4,2,4,1,25,1,5,3,4,64,5,3,6
1135,626,1,2,2,0,Q1,75,3,1,3,5,5,4,5,5,5,3,4,4,5,4,5,4,2,5,5,5,2,4,4,4,3,3,1,3,1,3,4,4,4,2,2,4,4,4,3,4,4,4,4,3,2,5,3,3,4,4,3,3,2,3,1,4,4,3,3,3,3,5,4,5,5,5,4,4,3,5,4,5,3,4,3,4,4,4,3,2,4,2,4,1,25,1,5,3,4,64,5,3,6
1136,626,3,1,3,0,Q1,35,3,1,3,5,5,4,5,5,5,3,4,4,5,4,5,4,2,5,5,5,2,4,4,4,3,3,1,3,1,3,4,4,4,2,2,4,4,4,3,4,4,4,4,3,2,5,3,3,4,4,3,3,2,3,1,4,4,3,3,3,3,5,4,5,5,5,4,4,3,5,4,5,3,4,3,4,4,4,3,2,4,2,4,1,25,1,5,3,4,64,5,3,6
1137,627,2,0,1,0,Q1,0,4,1,3,4,4,4,4,4,4,2,2,2,4,4,4,4,2,2,2,4,2,4,4,4,3,3,3,1,2,2,4,4,4,4,1,4,2,4,2,4,4,4,3,3,2,4,4,4,5,5,4,2,2,1,2,4,1,1,1,1,2,2,2,2,5,2,2,2,2,4,4,4,2,4,2,2,4,1,3,4,3,5,4,1,25,1,3,3,5,8,4,4,7
1138,627,3,2,2,0,Q1,25,4,1,3,4,4,4,4,4,4,2,2,2,4,4,4,4,2,2,2,4,2,4,4,4,3,3,3,1,2,2,4,4,4,4,1,4,2,4,2,4,4,4,3,3,2,4,4,4,5,5,4,2,2,1,2,4,1,1,1,1,2,2,2,2,5,2,2,2,2,4,4,4,2,4,2,2,4,1,3,4,3,5,4,1,25,1,3,3,5,8,4,4,7
1139,627,1,2,3,1,Q1,0,4,1,3,4,4,4,4,4,4,2,2,2,4,4,4,4,2,2,2,4,2,4,4,4,3,3,3,1,2,2,4,4,4,4,1,4,2,4,2,4,4,4,3,3,2,4,4,4,5,5,4,2,2,1,2,4,1,1,1,1,2,2,2,2,5,2,2,2,2,4,4,4,2,4,2,2,4,1,3,4,3,5,4,1,25,1,3,3,5,8,4,4,7
1140,632,2,2,1,0,Q1,30,3,1,3,3,4,4,4,4,4,3,3,3,4,4,4,4,3,4,5,4,4,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,4,2,3,3,3,4,4,3,2,3,3,2,4,4,4,2,2,2,2,3,3,3,1,2,2,3,3,3,5,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,3,3,2,60,1,5,4,4,1,2,4,7
1141,632,1,2,2,1,Q1,30,3,1,3,3,4,4,4,4,4,3,3,3,4,4,4,4,3,4,5,4,4,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,4,2,3,3,3,4,4,3,2,3,3,2,4,4,4,2,2,2,2,3,3,3,1,2,2,3,3,3,5,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,3,3,2,60,1,5,4,4,1,2,4,7
1142,632,3,0,3,0,Q1,30,3,1,3,3,4,4,4,4,4,3,3,3,4,4,4,4,3,4,5,4,4,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,4,2,3,3,3,4,4,3,2,3,3,2,4,4,4,2,2,2,2,3,3,3,1,2,2,3,3,3,5,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,3,3,2,60,1,5,4,4,1,2,4,7
1143,633,2,1,1,0,Q1,0,4,1,3,1,1,1,1,1,1,1,3,1,2,3,2,1,3,3,1,2,2,4,3,3,2,2,2,4,3,4,3,5,5,1,1,2,4,2,4,3,3,2,4,2,2,4,4,4,2,2,2,1,1,3,4,3,2,2,3,3,4,4,3,4,5,4,4,4,2,4,2,4,1,4,3,1,4,1,3,3,2,4,2,1,33,1,5,4,2,84,4,4,7
1144,633,3,2,2,0,Q1,70,4,1,3,1,1,1,1,1,1,1,3,1,2,3,2,1,3,3,1,2,2,4,3,3,2,2,2,4,3,4,3,5,5,1,1,2,4,2,4,3,3,2,4,2,2,4,4,4,2,2,2,1,1,3,4,3,2,2,3,3,4,4,3,4,5,4,4,4,2,4,2,4,1,4,3,1,4,1,3,3,2,4,2,1,33,1,5,4,2,84,4,4,7
1145,633,1,1,3,1,Q1,90,4,1,3,1,1,1,1,1,1,1,3,1,2,3,2,1,3,3,1,2,2,4,3,3,2,2,2,4,3,4,3,5,5,1,1,2,4,2,4,3,3,2,4,2,2,4,4,4,2,2,2,1,1,3,4,3,2,2,3,3,4,4,3,4,5,4,4,4,2,4,2,4,1,4,3,1,4,1,3,3,2,4,2,1,33,1,5,4,2,84,4,4,7
1146,636,1,1,1,0,Q1,15,1,1,3,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,3,3,2,3,1,3,2,2,3,2,2,2,3,2,1,2,2,2,2,4,3,3,4,2,3,3,3,4,2,4,4,4,4,4,1,1,2,1,1,1,1,1,1,5,2,2,2,3,2,1,2,2,2,1,2,2,1,3,1,4,4,4,1,35,1,2,4,2,70,4,4,7
1147,636,2,2,2,0,Q1,65,1,1,3,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,3,3,2,3,1,3,2,2,3,2,2,2,3,2,1,2,2,2,2,4,3,3,4,2,3,3,3,4,2,4,4,4,4,4,1,1,2,1,1,1,1,1,1,5,2,2,2,3,2,1,2,2,2,1,2,2,1,3,1,4,4,4,1,35,1,2,4,2,70,4,4,7
1148,636,3,2,3,1,Q1,15,1,1,3,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,3,3,2,3,1,3,2,2,3,2,2,2,3,2,1,2,2,2,2,4,3,3,4,2,3,3,3,4,2,4,4,4,4,4,1,1,2,1,1,1,1,1,1,5,2,2,2,3,2,1,2,2,2,1,2,2,1,3,1,4,4,4,1,35,1,2,4,2,70,4,4,7
1149,637,1,1,1,0,Q1,0,2,1,3,4,2,2,3,3,4,2,4,4,4,4,4,1,1,4,3,3,1,2,1,1,2,3,3,1,2,4,4,4,4,4,2,3,5,2,1,4,3,4,4,1,2,3,1,1,5,5,5,3,4,4,3,4,2,3,3,3,3,4,4,4,5,2,3,3,3,4,4,2,2,2,2,2,2,2,3,4,1,4,2,1,21,1,3,4,4,6,3,4,7
1150,637,3,1,2,1,Q1,0,2,1,3,4,2,2,3,3,4,2,4,4,4,4,4,1,1,4,3,3,1,2,1,1,2,3,3,1,2,4,4,4,4,4,2,3,5,2,1,4,3,4,4,1,2,3,1,1,5,5,5,3,4,4,3,4,2,3,3,3,3,4,4,4,5,2,3,3,3,4,4,2,2,2,2,2,2,2,3,4,1,4,2,1,21,1,3,4,4,6,3,4,7
1151,637,2,2,3,0,Q1,25,2,1,3,4,2,2,3,3,4,2,4,4,4,4,4,1,1,4,3,3,1,2,1,1,2,3,3,1,2,4,4,4,4,4,2,3,5,2,1,4,3,4,4,1,2,3,1,1,5,5,5,3,4,4,3,4,2,3,3,3,3,4,4,4,5,2,3,3,3,4,4,2,2,2,2,2,2,2,3,4,1,4,2,1,21,1,3,4,4,6,3,4,7
1152,638,2,2,1,0,Q1,18,3,1,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,3,3,4,4,3,4,3,3,4,4,4,2,4,4,4,3,2,4,3,2,2,2,4,4,3,2,2,3,3,4,4,5,4,2,4,2,2,2,2,2,2,2,2,2,2,3,4,2,3,4,1,29,1,5,4,2,73,2,3,4
1153,638,1,1,2,0,Q1,5,3,1,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,3,3,4,4,3,4,3,3,4,4,4,2,4,4,4,3,2,4,3,2,2,2,4,4,3,2,2,3,3,4,4,5,4,2,4,2,2,2,2,2,2,2,2,2,2,3,4,2,3,4,1,29,1,5,4,2,73,2,3,4
1154,638,3,0,3,0,Q1,70,3,1,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,3,3,4,4,3,4,3,3,4,4,4,2,4,4,4,3,2,4,3,2,2,2,4,4,3,2,2,3,3,4,4,5,4,2,4,2,2,2,2,2,2,2,2,2,2,3,4,2,3,4,1,29,1,5,4,2,73,2,3,4
