,ID,Bill,Treatment,Position,Tseen,Question,Response,Var,Q1,Q3a,Q5a,Q5b,Q5c,Q5d,Q5e,Q5f,Q5g,Q5h,Q5i,Q5j,Q5k,Q5l,Q5m,Q5n,Q5o,Q5p,Q5q,Q5r,Q6a,Q6b,Q6c,Q6d,Q6e,Q6f,Q6g,Q6h,Q6i,Q6j,Q6k,Q6l,Q6m,Q6n,Q6o,Q6p,Q6q,Q6r,Q7a,Q7b,Q7c,Q7d,Q7e,Q7f,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q9a,Q9b,Q9c,Q9d,Q10a,Q10b,Q10c,Q11a,Q11b,Q11c,Q11d,Q11e,Q11f,Q11g,Q12a,Q12b,Q12c,Q12d,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q13g,Q13h,Q13i,Q13j,Q14a,Q14b,Q14c,Q15a,GENDER,AGE,COUNTRY,EDUC,ECSTAT,PLACE,REGION,POLINT,RELIMP,RELQUANT
0,94,3,0,1,0,Q1,50,5,1,3,3,4,4,4,4,4,4,3,4,4,4,3,2,2,2,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,2,2,4,4,3,4,1,2,1,2,2,2,3,3,3,4,4,4,1,1,1,1,4,4,4,3,3,3,4,4,4,5,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,22,1,3,2,4,80,1,4,7
1,94,1,1,2,0,Q1,50,5,1,3,3,4,4,4,4,4,4,3,4,4,4,3,2,2,2,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,2,2,4,4,3,4,1,2,1,2,2,2,3,3,3,4,4,4,1,1,1,1,4,4,4,3,3,3,4,4,4,5,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,22,1,3,2,4,80,1,4,7
2,94,2,1,3,1,Q1,73,5,1,3,3,4,4,4,4,4,4,3,4,4,4,3,2,2,2,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,2,2,4,4,3,4,1,2,1,2,2,2,3,3,3,4,4,4,1,1,1,1,4,4,4,3,3,3,4,4,4,5,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,22,1,3,2,4,80,1,4,7
3,95,3,0,1,0,Q1,100,6,1,3,3,4,4,3,4,4,4,4,3,4,4,4,5,3,4,3,4,4,2,3,4,3,4,4,4,4,3,4,4,4,4,3,3,2,4,4,3,2,3,4,3,2,4,4,4,4,3,5,3,4,2,2,4,4,4,3,3,2,4,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,3,3,3,3,4,4,2,41,1,2,3,4,34,4,2,7
4,95,2,1,2,0,Q1,100,6,1,3,3,4,4,3,4,4,4,4,3,4,4,4,5,3,4,3,4,4,2,3,4,3,4,4,4,4,3,4,4,4,4,3,3,2,4,4,3,2,3,4,3,2,4,4,4,4,3,5,3,4,2,2,4,4,4,3,3,2,4,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,3,3,3,3,4,4,2,41,1,2,3,4,34,4,2,7
5,95,1,2,3,0,Q1,99,6,1,3,3,4,4,3,4,4,4,4,3,4,4,4,5,3,4,3,4,4,2,3,4,3,4,4,4,4,3,4,4,4,4,3,3,2,4,4,3,2,3,4,3,2,4,4,4,4,3,5,3,4,2,2,4,4,4,3,3,2,4,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,3,3,3,3,4,4,2,41,1,2,3,4,34,4,2,7
6,96,1,2,1,0,Q1,75,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,5,1,2,2,4,1,4,4,5,4,4,2,2,1,1,1,1,1,4,1,4,1,5,2,2,2,2,1,1,1,1,1,1,1,1,1,3,1,4,4,5,1,36,1,5,1,1,33,5,2,5
7,96,2,1,2,0,Q1,85,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,5,1,2,2,4,1,4,4,5,4,4,2,2,1,1,1,1,1,4,1,4,1,5,2,2,2,2,1,1,1,1,1,1,1,1,1,3,1,4,4,5,1,36,1,5,1,1,33,5,2,5
8,96,3,1,3,1,Q1,100,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,5,1,2,2,4,1,4,4,5,4,4,2,2,1,1,1,1,1,4,1,4,1,5,2,2,2,2,1,1,1,1,1,1,1,1,1,3,1,4,4,5,1,36,1,5,1,1,33,5,2,5
9,97,1,1,1,0,Q1,0,2,1,3,5,5,5,5,5,5,5,5,5,5,4,4,4,3,4,5,5,5,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,3,2,4,4,4,4,4,4,2,2,2,2,4,4,4,3,4,3,4,4,4,5,3,3,3,3,3,3,3,3,3,3,2,3,1,3,3,3,3,3,2,32,1,5,2,2,25,2,3,6
10,97,3,0,2,0,Q1,0,2,1,3,5,5,5,5,5,5,5,5,5,5,4,4,4,3,4,5,5,5,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,3,2,4,4,4,4,4,4,2,2,2,2,4,4,4,3,4,3,4,4,4,5,3,3,3,3,3,3,3,3,3,3,2,3,1,3,3,3,3,3,2,32,1,5,2,2,25,2,3,6
11,97,2,1,3,1,Q1,0,2,1,3,5,5,5,5,5,5,5,5,5,5,4,4,4,3,4,5,5,5,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,3,2,4,4,4,4,4,4,2,2,2,2,4,4,4,3,4,3,4,4,4,5,3,3,3,3,3,3,3,3,3,3,2,3,1,3,3,3,3,3,2,32,1,5,2,2,25,2,3,6
12,98,2,2,1,0,Q1,40,3,1,3,4,4,3,2,1,3,4,2,3,2,3,3,2,4,2,1,2,3,3,3,4,1,1,2,2,2,3,4,2,4,3,4,3,4,3,2,1,2,2,3,1,2,3,2,2,4,4,4,4,3,3,2,5,3,3,3,4,3,3,2,3,5,2,4,4,4,4,4,4,3,2,1,2,4,1,3,3,3,5,2,1,37,1,3,3,4,61,4,2,5
13,98,1,0,2,0,Q1,90,3,1,3,4,4,3,2,1,3,4,2,3,2,3,3,2,4,2,1,2,3,3,3,4,1,1,2,2,2,3,4,2,4,3,4,3,4,3,2,1,2,2,3,1,2,3,2,2,4,4,4,4,3,3,2,5,3,3,3,4,3,3,2,3,5,2,4,4,4,4,4,4,3,2,1,2,4,1,3,3,3,5,2,1,37,1,3,3,4,61,4,2,5
14,98,3,0,3,0,Q1,52,3,1,3,4,4,3,2,1,3,4,2,3,2,3,3,2,4,2,1,2,3,3,3,4,1,1,2,2,2,3,4,2,4,3,4,3,4,3,2,1,2,2,3,1,2,3,2,2,4,4,4,4,3,3,2,5,3,3,3,4,3,3,2,3,5,2,4,4,4,4,4,4,3,2,1,2,4,1,3,3,3,5,2,1,37,1,3,3,4,61,4,2,5
15,99,2,1,1,0,Q1,54,4,1,3,3,3,3,4,4,4,3,3,3,3,2,3,3,4,3,3,2,3,4,4,4,4,4,3,3,3,3,4,4,3,4,4,4,4,4,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,4,4,2,3,3,3,3,3,5,3,3,3,3,2,3,4,3,4,3,2,3,3,3,3,3,3,4,2,42,1,5,4,1,33,2,2,5
16,99,3,1,2,1,Q1,32,4,1,3,3,3,3,4,4,4,3,3,3,3,2,3,3,4,3,3,2,3,4,4,4,4,4,3,3,3,3,4,4,3,4,4,4,4,4,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,4,4,2,3,3,3,3,3,5,3,3,3,3,2,3,4,3,4,3,2,3,3,3,3,3,3,4,2,42,1,5,4,1,33,2,2,5
17,99,1,2,3,0,Q1,29,4,1,3,3,3,3,4,4,4,3,3,3,3,2,3,3,4,3,3,2,3,4,4,4,4,4,3,3,3,3,4,4,3,4,4,4,4,4,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,4,4,2,3,3,3,3,3,5,3,3,3,3,2,3,4,3,4,3,2,3,3,3,3,3,3,4,2,42,1,5,4,1,33,2,2,5
18,100,3,0,1,0,Q1,50,5,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,3,4,3,3,4,3,3,3,4,4,4,4,2,2,4,4,4,3,2,2,3,3,3,3,5,4,4,3,3,3,4,4,4,5,3,3,3,3,4,4,4,3,3,3,3,3,3,3,4,3,3,2,1,38,1,5,4,4,34,4,3,4
19,100,1,1,2,0,Q1,50,5,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,3,4,3,3,4,3,3,3,4,4,4,4,2,2,4,4,4,3,2,2,3,3,3,3,5,4,4,3,3,3,4,4,4,5,3,3,3,3,4,4,4,3,3,3,3,3,3,3,4,3,3,2,1,38,1,5,4,4,34,4,3,4
20,100,2,2,3,0,Q1,80,5,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,3,4,3,3,4,3,3,3,4,4,4,4,2,2,4,4,4,3,2,2,3,3,3,3,5,4,4,3,3,3,4,4,4,5,3,3,3,3,4,4,4,3,3,3,3,3,3,3,4,3,3,2,1,38,1,5,4,4,34,4,3,4
21,101,3,1,1,0,Q1,83,6,1,3,5,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,5,5,4,4,3,4,5,4,5,4,4,4,5,3,4,4,4,4,3,4,4,4,3,2,4,4,4,5,3,4,3,2,3,3,5,5,4,3,3,4,4,5,4,5,3,5,5,5,4,4,5,4,4,3,2,2,3,3,5,3,4,2,2,55,1,5,4,4,75,4,2,4
22,101,2,1,2,1,Q1,75,6,1,3,5,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,5,5,4,4,3,4,5,4,5,4,4,4,5,3,4,4,4,4,3,4,4,4,3,2,4,4,4,5,3,4,3,2,3,3,5,5,4,3,3,4,4,5,4,5,3,5,5,5,4,4,5,4,4,3,2,2,3,3,5,3,4,2,2,55,1,5,4,4,75,4,2,4
23,101,1,2,3,0,Q1,93,6,1,3,5,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,5,5,4,4,3,4,5,4,5,4,4,4,5,3,4,4,4,4,3,4,4,4,3,2,4,4,4,5,3,4,3,2,3,3,5,5,4,3,3,4,4,5,4,5,3,5,5,5,4,4,5,4,4,3,2,2,3,3,5,3,4,2,2,55,1,5,4,4,75,4,2,4
24,102,1,0,1,0,Q1,50,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,2,2,2,2,4,4,4,2,2,2,2,4,4,4,3,3,4,3,3,4,5,3,2,3,2,4,2,4,2,2,2,2,2,2,3,3,3,3,3,2,47,1,5,3,3,34,2,3,6
25,102,2,0,2,0,Q1,50,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,2,2,2,2,4,4,4,2,2,2,2,4,4,4,3,3,4,3,3,4,5,3,2,3,2,4,2,4,2,2,2,2,2,2,3,3,3,3,3,2,47,1,5,3,3,34,2,3,6
26,102,3,1,3,0,Q1,50,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,2,2,2,2,4,4,4,2,2,2,2,4,4,4,3,3,4,3,3,4,5,3,2,3,2,4,2,4,2,2,2,2,2,2,3,3,3,3,3,2,47,1,5,3,3,34,2,3,6
27,103,1,2,1,0,Q1,14,2,1,3,4,4,2,4,2,3,2,2,2,4,2,2,2,2,2,2,2,2,4,4,4,2,4,3,2,2,4,4,4,4,4,2,2,4,2,2,2,4,2,2,2,2,4,2,2,4,4,4,1,1,1,1,4,4,4,2,2,2,4,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,2,2,38,1,2,3,2,8,1,4,7
28,103,3,1,2,0,Q1,10,2,1,3,4,4,2,4,2,3,2,2,2,4,2,2,2,2,2,2,2,2,4,4,4,2,4,3,2,2,4,4,4,4,4,2,2,4,2,2,2,4,2,2,2,2,4,2,2,4,4,4,1,1,1,1,4,4,4,2,2,2,4,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,2,2,38,1,2,3,2,8,1,4,7
29,103,2,1,3,1,Q1,84,2,1,3,4,4,2,4,2,3,2,2,2,4,2,2,2,2,2,2,2,2,4,4,4,2,4,3,2,2,4,4,4,4,4,2,2,4,2,2,2,4,2,2,2,2,4,2,2,4,4,4,1,1,1,1,4,4,4,2,2,2,4,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,2,2,38,1,2,3,2,8,1,4,7
30,108,1,2,1,0,Q1,0,1,1,3,4,4,4,4,4,4,3,3,3,4,3,4,3,3,4,4,4,4,3,3,3,3,3,2,2,2,2,1,3,3,2,2,1,3,2,3,3,5,3,4,3,2,2,2,2,4,5,4,3,3,3,3,5,2,2,2,3,4,2,2,4,5,1,1,1,1,4,2,2,1,3,1,2,3,1,3,4,2,4,2,1,45,1,5,4,4,65,3,3,6
31,108,2,1,2,0,Q1,50,1,1,3,4,4,4,4,4,4,3,3,3,4,3,4,3,3,4,4,4,4,3,3,3,3,3,2,2,2,2,1,3,3,2,2,1,3,2,3,3,5,3,4,3,2,2,2,2,4,5,4,3,3,3,3,5,2,2,2,3,4,2,2,4,5,1,1,1,1,4,2,2,1,3,1,2,3,1,3,4,2,4,2,1,45,1,5,4,4,65,3,3,6
32,108,3,0,3,0,Q1,56,1,1,3,4,4,4,4,4,4,3,3,3,4,3,4,3,3,4,4,4,4,3,3,3,3,3,2,2,2,2,1,3,3,2,2,1,3,2,3,3,5,3,4,3,2,2,2,2,4,5,4,3,3,3,3,5,2,2,2,3,4,2,2,4,5,1,1,1,1,4,2,2,1,3,1,2,3,1,3,4,2,4,2,1,45,1,5,4,4,65,3,3,6
33,109,1,0,1,0,Q1,100,2,1,3,2,4,3,3,4,3,2,2,3,3,3,2,2,2,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,3,2,1,2,2,2,3,2,3,1,4,4,2,3,4,2,4,2,3,4,2,2,2,4,5,4,2,3,4,3,1,2,3,4,4,2,4,1,3,2,2,3,4,1,28,1,2,3,2,40,1,4,7
34,109,3,1,2,0,Q1,53,2,1,3,2,4,3,3,4,3,2,2,3,3,3,2,2,2,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,3,2,1,2,2,2,3,2,3,1,4,4,2,3,4,2,4,2,3,4,2,2,2,4,5,4,2,3,4,3,1,2,3,4,4,2,4,1,3,2,2,3,4,1,28,1,2,3,2,40,1,4,7
35,109,2,0,3,0,Q1,51,2,1,3,2,4,3,3,4,3,2,2,3,3,3,2,2,2,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,3,2,1,2,2,2,3,2,3,1,4,4,2,3,4,2,4,2,3,4,2,2,2,4,5,4,2,3,4,3,1,2,3,4,4,2,4,1,3,2,2,3,4,1,28,1,2,3,2,40,1,4,7
36,110,2,1,1,0,Q1,19,3,1,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,4,3,2,2,2,1,2,2,3,2,3,2,2,3,2,2,2,2,2,3,3,3,3,4,3,2,3,3,2,4,3,4,4,4,4,4,3,1,2,2,3,3,2,2,4,5,4,4,4,3,4,3,3,1,1,1,3,3,3,3,2,4,2,2,1,28,1,5,5,1,67,4,3,4
37,110,1,1,2,1,Q1,21,3,1,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,4,3,2,2,2,1,2,2,3,2,3,2,2,3,2,2,2,2,2,3,3,3,3,4,3,2,3,3,2,4,3,4,4,4,4,4,3,1,2,2,3,3,2,2,4,5,4,4,4,3,4,3,3,1,1,1,3,3,3,3,2,4,2,2,1,28,1,5,5,1,67,4,3,4
38,110,3,2,3,0,Q1,60,3,1,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,4,3,2,2,2,1,2,2,3,2,3,2,2,3,2,2,2,2,2,3,3,3,3,4,3,2,3,3,2,4,3,4,4,4,4,4,3,1,2,2,3,3,2,2,4,5,4,4,4,3,4,3,3,1,1,1,3,3,3,3,2,4,2,2,1,28,1,5,5,1,67,4,3,4
39,112,3,0,1,0,Q1,0,5,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,5,3,5,5,5,3,3,3,5,1,2,1,3,2,2,3,3,3,5,4,4,3,3,4,3,5,4,1,1,1,1,1,1,1,5,1,1,3,2,5,5,1,1,1,1,5,5,1,3,5,5,1,4,2,23,1,3,3,6,78,4,4,7
40,112,1,2,2,0,Q1,0,5,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,5,3,5,5,5,3,3,3,5,1,2,1,3,2,2,3,3,3,5,4,4,3,3,4,3,5,4,1,1,1,1,1,1,1,5,1,1,3,2,5,5,1,1,1,1,5,5,1,3,5,5,1,4,2,23,1,3,3,6,78,4,4,7
41,112,2,2,3,1,Q1,0,5,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,5,3,5,5,5,3,3,3,5,1,2,1,3,2,2,3,3,3,5,4,4,3,3,4,3,5,4,1,1,1,1,1,1,1,5,1,1,3,2,5,5,1,1,1,1,5,5,1,3,5,5,1,4,2,23,1,3,3,6,78,4,4,7
42,113,3,2,1,0,Q1,5,6,1,3,4,4,4,4,4,4,4,3,3,3,3,3,4,3,4,4,4,4,4,4,4,3,3,3,3,3,2,2,4,3,2,3,3,3,3,3,2,2,2,3,2,2,4,3,2,4,2,4,2,3,2,3,5,4,4,3,3,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,2,4,2,1,50,1,3,4,4,72,4,3,7
43,113,2,1,2,0,Q1,1,6,1,3,4,4,4,4,4,4,4,3,3,3,3,3,4,3,4,4,4,4,4,4,4,3,3,3,3,3,2,2,4,3,2,3,3,3,3,3,2,2,2,3,2,2,4,3,2,4,2,4,2,3,2,3,5,4,4,3,3,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,2,4,2,1,50,1,3,4,4,72,4,3,7
44,113,1,0,3,0,Q1,87,6,1,3,4,4,4,4,4,4,4,3,3,3,3,3,4,3,4,4,4,4,4,4,4,3,3,3,3,3,2,2,4,3,2,3,3,3,3,3,2,2,2,3,2,2,4,3,2,4,2,4,2,3,2,3,5,4,4,3,3,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,2,4,2,1,50,1,3,4,4,72,4,3,7
45,115,1,1,1,0,Q1,66,2,1,3,4,3,2,4,3,3,3,2,4,2,2,3,2,2,3,3,3,3,2,3,3,3,3,2,2,4,2,2,2,3,2,2,3,4,3,3,4,4,2,3,3,2,3,4,3,2,2,3,2,4,3,3,5,5,5,3,4,3,3,2,4,5,3,3,2,3,3,4,2,3,3,4,3,2,4,3,3,4,3,3,2,48,1,5,3,4,73,1,3,5
46,115,3,1,2,1,Q1,53,2,1,3,4,3,2,4,3,3,3,2,4,2,2,3,2,2,3,3,3,3,2,3,3,3,3,2,2,4,2,2,2,3,2,2,3,4,3,3,4,4,2,3,3,2,3,4,3,2,2,3,2,4,3,3,5,5,5,3,4,3,3,2,4,5,3,3,2,3,3,4,2,3,3,4,3,2,4,3,3,4,3,3,2,48,1,5,3,4,73,1,3,5
47,115,2,1,3,1,Q1,62,2,1,3,4,3,2,4,3,3,3,2,4,2,2,3,2,2,3,3,3,3,2,3,3,3,3,2,2,4,2,2,2,3,2,2,3,4,3,3,4,4,2,3,3,2,3,4,3,2,2,3,2,4,3,3,5,5,5,3,4,3,3,2,4,5,3,3,2,3,3,4,2,3,3,4,3,2,4,3,3,4,3,3,2,48,1,5,3,4,73,1,3,5
48,116,2,1,1,0,Q1,49,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,30,1,5,3,2,4,2,2,5
49,116,1,0,2,0,Q1,49,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,30,1,5,3,2,4,2,2,5
50,116,3,2,3,0,Q1,51,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,30,1,5,3,2,4,2,2,5
51,117,2,0,1,0,Q1,72,4,1,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,2,2,2,2,4,4,3,3,3,2,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,1,59,1,5,2,2,49,4,3,5
52,117,3,0,2,0,Q1,48,4,1,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,2,2,2,2,4,4,3,3,3,2,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,1,59,1,5,2,2,49,4,3,5
53,117,1,2,3,0,Q1,41,4,1,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,2,2,2,2,4,4,3,3,3,2,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,1,59,1,5,2,2,49,4,3,5
54,118,3,2,1,0,Q1,65,5,1,3,4,3,4,4,3,3,4,3,4,3,4,4,4,4,4,4,3,3,3,4,4,3,3,3,3,3,4,4,4,4,4,4,4,3,3,4,2,2,2,2,2,2,4,4,4,3,3,3,5,5,5,5,5,4,3,3,3,3,4,4,4,5,2,4,4,4,5,4,4,4,4,4,4,4,4,3,4,3,4,2,1,50,1,5,3,2,15,5,2,4
55,118,1,2,2,1,Q1,75,5,1,3,4,3,4,4,3,3,4,3,4,3,4,4,4,4,4,4,3,3,3,4,4,3,3,3,3,3,4,4,4,4,4,4,4,3,3,4,2,2,2,2,2,2,4,4,4,3,3,3,5,5,5,5,5,4,3,3,3,3,4,4,4,5,2,4,4,4,5,4,4,4,4,4,4,4,4,3,4,3,4,2,1,50,1,5,3,2,15,5,2,4
56,118,2,1,3,0,Q1,80,5,1,3,4,3,4,4,3,3,4,3,4,3,4,4,4,4,4,4,3,3,3,4,4,3,3,3,3,3,4,4,4,4,4,4,4,3,3,4,2,2,2,2,2,2,4,4,4,3,3,3,5,5,5,5,5,4,3,3,3,3,4,4,4,5,2,4,4,4,5,4,4,4,4,4,4,4,4,3,4,3,4,2,1,50,1,5,3,2,15,5,2,4
57,119,3,1,1,0,Q1,4,6,1,3,4,3,3,4,4,5,4,3,4,4,3,4,4,3,4,4,4,3,1,1,1,1,2,1,1,1,1,1,4,4,1,1,1,1,1,1,4,4,2,3,3,2,2,2,2,4,4,4,1,1,1,1,3,1,1,1,1,1,1,2,3,5,1,1,1,1,1,1,1,5,1,3,5,5,3,3,3,3,4,3,2,26,1,3,3,3,34,1,4,7
58,119,2,1,2,1,Q1,100,6,1,3,4,3,3,4,4,5,4,3,4,4,3,4,4,3,4,4,4,3,1,1,1,1,2,1,1,1,1,1,4,4,1,1,1,1,1,1,4,4,2,3,3,2,2,2,2,4,4,4,1,1,1,1,3,1,1,1,1,1,1,2,3,5,1,1,1,1,1,1,1,5,1,3,5,5,3,3,3,3,4,3,2,26,1,3,3,3,34,1,4,7
59,119,1,1,3,1,Q1,4,6,1,3,4,3,3,4,4,5,4,3,4,4,3,4,4,3,4,4,4,3,1,1,1,1,2,1,1,1,1,1,4,4,1,1,1,1,1,1,4,4,2,3,3,2,2,2,2,4,4,4,1,1,1,1,3,1,1,1,1,1,1,2,3,5,1,1,1,1,1,1,1,5,1,3,5,5,3,3,3,3,4,3,2,26,1,3,3,3,34,1,4,7
60,120,1,0,1,0,Q1,61,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,4,4,2,2,2,4,4,3,3,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,5,5,1,2,31,1,5,4,2,25,4,4,7
61,120,2,1,2,0,Q1,100,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,4,4,2,2,2,4,4,3,3,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,5,5,1,2,31,1,5,4,2,25,4,4,7
62,120,3,1,3,1,Q1,100,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,4,4,2,2,2,4,4,3,3,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,5,5,1,2,31,1,5,4,2,25,4,4,7
63,122,2,0,1,0,Q1,70,3,1,3,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,5,5,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,4,4,4,3,2,3,2,2,4,4,4,3,3,3,3,2,2,2,3,3,3,3,3,3,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,2,34,1,3,4,4,66,2,3,7
64,122,1,0,2,0,Q1,100,3,1,3,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,5,5,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,4,4,4,3,2,3,2,2,4,4,4,3,3,3,3,2,2,2,3,3,3,3,3,3,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,2,34,1,3,4,4,66,2,3,7
65,122,3,0,3,0,Q1,0,3,1,3,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,5,5,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,4,4,4,3,2,3,2,2,4,4,4,3,3,3,3,2,2,2,3,3,3,3,3,3,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,2,34,1,3,4,4,66,2,3,7
